Ti­tulo,Tipo de Propiedad,Zona,Numero de Areas,Dormitorios,Numero de Banos,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicacion
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,1,1,1,28,25,"$85,000",$0,26/11/2024
Dos Ambientes En Venta Bonpland Y Gorriti,Departamento,Palermo Hollywood,2,1,1,40,37,"$90,000",$0,21/11/2024
"Departamento En Venta En Palermo Hollywood, Capital Federal, Buenos Aires",Departamento,Palermo Hollywood,2,1,1,42,42,"$109,000",$0,08/10/2024
"Palermo Hollywood 2 Ambientes!!! Balcon Terraza Con Parrilla, Edif C/amenities Apto Credito",Departamento,Palermo Hollywood,1,1,1,48,48,"$109,000",$0,21/10/2024
Departamento 2 Ambientes - Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,45,37,"$113,500",$0,19/11/2024
Departamento 2 Ambientes - Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,55,38,"$120,800",$0,20/11/2024
Departamento en venta de 2 ambientes en Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,42,35,"$130,000",$0,21/11/2024
Venta - Departamento - 2 Ambientes - Palermo,Departamento,Palermo Hollywood,2,1,1,57,50,"$130,000",$0,29/10/2024
"Departamento En Venta En Palermo Hollywood, Capital Federal, Buenos Aires",Departamento,Palermo Hollywood,2,1,1,50,45,"$132,000",$0,20/11/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,2,1,1,49,46,"$139,496",$0,21/10/2024
Departamento 1 Ambiente Studio En Venta Con Muebles En Palermo Hollywood,Departamento,Palermo Hollywood,1,1,1,47,40,"$140,000",$0,21/11/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,2,1,1,49,46,"$144,304",$0,21/10/2024
VENTA HERMOSO DEPARTAMENTO DOS AMBIENTES CON BALCON PALERMO,Departamento,Palermo Hollywood,2,1,1,49,34,"$150,000",$0,04/10/2024
"Departamento 2 Ambientes Premium Al Contra Fte. A Estrenar, Palermo Hollywood Financiación",Departamento,Palermo Hollywood,2,1,1,52,34,"$152,105",$0,08/10/2024
Live Palermo Hollywood Carcas 5259,Departamento,Palermo Hollywood,2,1,1,52,42,"$155,301",$0,08/11/2024
4 Ambientes En Excelente Ubicación!!,Departamento,Palermo Hollywood,4,3,1,72,68,"$158,000",$0,25/09/2024
"Departamento Premium A Estrenar 2 Ambientes Palermo Hollywood, Financación",Departamento,Palermo Hollywood,2,1,1,57,49,"$171,666",$0,08/10/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,3,2,1,62,56,"$173,908",$0,21/10/2024
"Departamento Premium 2 Ambientes A Estrenar, En Palermo Hollywood, Financiación",Departamento,Palermo Hollywood,2,1,1,57,49,"$179,758",$0,08/10/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,2,1,1,62,53,"$179,974",$0,21/10/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,3,2,1,64,60,"$180,900",$0,21/10/2024
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,50,50,"$185,000",$0,07/10/2024
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,50,50,"$185,000",$0,07/10/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,3,2,1,64,56,"$188,268",$0,21/10/2024
Departamento En Venta Villa Crespo,Departamento,Palermo Hollywood,3,2,2,100,91,"$189,000",$0,14/10/2024
Departamento Premium A Estrenar 2 Ambientes Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,57,49,"$191,896",$0,08/10/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,2,1,1,62,53,"$192,386",$0,21/10/2024
"Departamento Premium A Estrenar 2 Ambientes En Palermo Hollywood, Financiación",Departamento,Palermo Hollywood,2,1,1,58,52,"$197,535",$0,08/10/2024
Live Palermo Hollywood Carcas 5259,Departamento,Palermo Hollywood,2,1,1,88,71,"$197,535",$0,08/11/2024
Departamento Venta En Palermo Hollywood 3 Ambientes,Departamento,Palermo Hollywood,3,2,2,73,66,"$198,477",$0,04/11/2024
Live Palermo Hollywood Carcas 5259,Departamento,Palermo Hollywood,2,1,1,58,45,"$199,642",$0,08/11/2024
"Departamento 2 Ambientes Premium A Estrenar En Palermo Hollywood, Financiación",Departamento,Palermo Hollywood,2,1,1,56,45,"$200,716",$0,08/10/2024
"Hermoso Departamento 2 Ambientes Con Terraza A Estrenar, En Palermo Hollywood, Financiación",Departamento,Palermo Hollywood,2,1,1,87,38,"$218,675",$0,08/10/2024
"Excelente 3 Ambientes, Apto Profesional En Palermo - En Venta!",Departamento,Palermo Hollywood,3,2,2,76,65,"$220,000",$0,26/09/2024
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,81,81,"$223,000",$0,07/10/2024
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,81,81,"$223,000",$0,07/10/2024
Departamento En Venta 2 Ambientes Con Toilette Y Balcon Terraza En Palermo Hollywood,Departamento,Palermo Hollywood,2,1,1,70,42,"$230,000",$0,18/11/2024
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,3,3,2,76,76,"$235,000",$0,07/10/2024
Departamento En Palermo Hollywood,Departamento,Palermo Hollywood,3,3,2,76,76,"$235,000",$0,07/10/2024
Depto Tipo Loft 75 M2 - Palermo - Venta,Departamento,Palermo Hollywood,2,1,1,75,64,"$250,000",$0,21/11/2024
Duplex Venta - Palermo - Niceto Vega 5600,Departamento,Palermo Hollywood,3,2,1,98,0,"$270,000",$0,26/11/2024
Beat Hollywood,Departamento,Palermo Hollywood,2,1,1,83,83,"$286,513",$0,18/11/2024
"Excelente Departamento 3 Ambientes A Estrenar, En Palermo Hollywood",Departamento,Palermo Hollywood,3,2,2,87,70,"$298,286",$0,08/10/2024
Live Palermo Hollywood Carcas 5259,Departamento,Palermo Hollywood,3,2,2,88,71,"$298,286",$0,08/11/2024
Beat Hollywood,Departamento,Palermo Hollywood,3,2,3,112,61,"$399,548",$0,18/11/2024
Casa - Palermo Hollywood,Casa,Palermo Hollywood,5,4,1,240,206,"$470,000",$0,23/10/2024
Departamento En Las Cañitas. 1 Dormitorio.,Departamento,Palermo Las Cañitas,2,1,1,38,38,"$89,000",$0,08/11/2024
Departamento En Venta En Las Cañitas Amoblado,Departamento,Palermo Las Cañitas,1,1,1,35,35,"$92,000",$0,06/11/2024
Departamento En Venta En Las Cañitas Amoblado,Departamento,Palermo Las Cañitas,1,1,1,35,35,"$95,000",$0,06/11/2024
Las Cañitas 1 Amb Divisible Excelente Inversión Apto Crédito,Departamento,Palermo Las Cañitas,1,1,1,35,30,"$105,000",$0,25/11/2024
Departamento De 2 Ambientes En Edificio De Gran Categoria.,Departamento,Palermo Las Cañitas,2,1,1,38,38,"$155,000",$0,12/11/2024
Departamento - Las Cañitas,Departamento,Palermo Las Cañitas,2,1,1,48,43,"$155,000",$0,22/10/2024
Duplex En Venta Baez Al 400,Departamento,Palermo Las Cañitas,2,1,1,59,44,"$179,000",$0,14/11/2024
Departamento 2 Ambientes C/balcón - Palermo,Departamento,Palermo Las Cañitas,2,1,1,57,45,"$182,200",$0,15/11/2024
Departamento 2 Ambientes Balcón- Terraza En Palermo,Departamento,Palermo Las Cañitas,2,1,1,57,45,"$185,700",$0,28/09/2024
Departamento 2 Ambientes Balcón Y Terraza - Palermo,Departamento,Palermo Las Cañitas,2,1,1,57,45,"$191,000",$0,28/09/2024
Departamento 2 Ambientes Con Terraza - Palermo,Departamento,Palermo Las Cañitas,2,1,1,91,46,"$223,200",$0,15/11/2024
Departamento - Las Cañitas. 2 Dormitorios,Departamento,Palermo Las Cañitas,3,2,1,68,65,"$225,000",$0,08/11/2024
Venta Departamento 3 Ambientes Federico Lacroze 1700 - Imprenta,Departamento,Palermo Las Cañitas,3,2,2,75,65,"$239,000",$0,17/11/2024
Venta Departamento 3 Ambientes Federico Lacroze 1700 - Imprenta,Departamento,Palermo Las Cañitas,3,2,2,75,65,"$239,000",$0,02/10/2024
Venta Departamento Las Cañitas 4 Ambientes,Departamento,Palermo Las Cañitas,4,3,3,116,106,"$407,000",$0,27/09/2024
"LAS CAí‘ITAS;/EDIFICIO BOUTIQUE / 4 AMBIENTES A ESTRENAR AMENITIES ESCASOS METROS AV DEL LIBERTADOR ,",Departamento,Palermo Las Cañitas,3,3,3,107,95,"$410,000",$0,19/11/2024
CAí‘ITAS - Venta 3 Ambientes en Torre de Categorí­a C/dep. - Edificio Full Amenities,Departamento,Palermo Las Cañitas,3,2,2,100,93,"$425,000",$0,04/10/2024
"Godoy Cruz 2900, Palermo - Venta - 2 Ambientes, Amenities",Departamento,Palermo Plaza Italia,2,1,1,50,46,"$140,000",$0,13/11/2024
Venta Departamento De 2 Ambientes En Palermo Nuevo A Estrenar,Departamento,Palermo Plaza Italia,2,1,1,68,59,"$194,000",$0,19/11/2024
"Venta Depto Palermo Soho, 2 Amb",Departamento,Palermo Soho,2,1,1,31,31,"$89,000","$50,000",19/11/2024
2 amb fte bcon Alto Palermo,Departamento,Palermo Soho,2,1,1,42,40,"$114,000","$55,000",28/10/2024
2 ambientes en PB con patio,Departamento,Palermo Soho,2,1,1,56,37,"$120,000","$98,000",17/10/2024
"Hermoso Duplex 2 Amb C/ Cochera, Balcon Aterrazado y Terraza Propia con Parrilla",Casa,Palermo Soho,2,1,1,120,70,"$198,000","$170,000",26/11/2024
Gurruchaga Y Paraguay,Departamento,Palermo Soho,1,1,1,40,36,"$118,000",$0,01/10/2024
Departamento 2 Amb Con Baulera En Palermo Soho,Departamento,Palermo Soho,2,1,1,38,34,"$122,800",$0,14/11/2024
Departamento tipo PH 3 ambientes con patio y parrilla,Departamento,Palermo Soho,3,2,1,68,55,"$125,000",$0,03/10/2024
Departamento En Palermo Soho,Departamento,Palermo Soho,2,1,1,43,43,"$130,000",$0,07/10/2024
Venta 3 Amb De 57 M2 C/balcón Corrido - Palermo Soho,Departamento,Palermo Soho,3,2,1,57,47,"$137,000",$0,09/10/2024
Semipiso 3 Ambientes en Palermo Soho,Departamento,Palermo Soho,3,2,1,70,70,"$138,000",$0,08/10/2024
2 Ambientes En Patio El Salvador. En Venta!,Departamento,Palermo Soho,2,1,1,36,32,"$139,000",$0,05/11/2024
Departamento En Palermo Soho,Departamento,Palermo Soho,3,2,1,65,65,"$145,000",$0,07/10/2024
2 Ambientes En Construcción En Palermo Soho,Departamento,Palermo Soho,2,1,1,45,45,"$146,000",$0,04/10/2024
Piso en Venta 3 ambientes c/ balcón,Departamento,Palermo Soho,3,2,1,98,90,"$159,800",$0,21/10/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,46,40,"$171,008",$0,08/11/2024
"2 Amb Con Balcon Terraza, Vista Panoramica Y Baulera. En Palermos Soho.",Departamento,Palermo Soho,2,1,1,56,40,"$173,000",$0,14/11/2024
Hermoso Departamento 2 Ambientes Al Contra Fte. En Palermo Soho,Departamento,Palermo Soho,2,1,1,52,46,"$183,117",$0,08/10/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,53,46,"$183,117",$0,08/11/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,53,46,"$183,117",$0,08/11/2024
Emprendimiento Live Charcas - Departamento De 2 Amb. Con Balcón Y Amenities En Palermo Soho,Departamento,Palermo Soho,2,1,1,55,50,"$186,000",$0,01/11/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,52,46,"$186,769",$0,08/11/2024
Hermoso Departamento 2 Ambientes Al Contra Fte. En Palermo Soho,Departamento,Palermo Soho,2,1,1,52,46,"$186,769",$0,08/10/2024
Departamento 3 Amb Con Baulera En Palermo Soho,Departamento,Palermo Soho,3,2,1,61,53,"$188,000",$0,14/11/2024
Excelente Departamento 2 Ambientes En Palermo Soho,Departamento,Palermo Soho,2,1,1,57,45,"$189,321",$0,08/10/2024
Emprendimiento Live Charcas - Departamento De 2 Amb. Con Balcón Y Amenities En Palermo Soho,Departamento,Palermo Soho,2,1,1,50,46,"$190,000",$0,01/11/2024
Excelente Departamento 2 Ambientes En Palermo Soho,Departamento,Palermo Soho,2,1,1,52,46,"$190,421",$0,08/10/2024
Departamento En Palermo Soho,Departamento,Palermo Soho,2,1,2,57,51,"$197,000",$0,22/10/2024
"Excelente Departamento 2 Ambientes Con Patio, En Palermo Soho",Departamento,Palermo Soho,2,1,1,77,49,"$201,708",$0,08/10/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,78,50,"$201,708",$0,08/11/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,57,45,"$209,401",$0,08/11/2024
Excelente Departamento 2 Ambientes En Palermo Soho,Departamento,Palermo Soho,2,1,1,57,45,"$209,401",$0,08/10/2024
Excelente Departamento 2 Ambientes En Palermo Soho,Departamento,Palermo Soho,2,1,1,57,35,"$212,970",$0,08/10/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,2,1,1,57,36,"$212,970",$0,08/11/2024
Venta Departamento En Palermo,Departamento,Palermo Soho,3,2,1,94,86,"$227,000",$0,14/10/2024
"4 Amb Piso Completo, Balcon Terraza, Vista Panoramica Con Baulera. En Palermos Soho.",Departamento,Palermo Soho,4,3,1,101,73,"$309,500",$0,14/11/2024
Semipiso 4 Ambientes Con Balcón Terraza,Departamento,Palermo Soho,4,3,2,107,95,"$410,000",$0,06/11/2024
Hermoso Departamento 3 Ambientes En Palermo Soho,Departamento,Palermo Soho,3,2,1,138,65,"$429,319",$0,08/10/2024
Live Soho Charcas 4653 Con Amenites,Departamento,Palermo Soho,3,2,2,138,65,"$429,319",$0,08/11/2024
"Depto 2 Ambientes Tipo Casa con Patio, en Planta Baja, Palermo",Departamento,Palermo Viejo,2,1,1,35,30,"$68,000","$55,000",21/10/2024
"DEPARTAMENTO 2 DOR.C/DEP - PALERMO VIEJO, CAPITAL FEDERAL",Departamento,Palermo Viejo,3,2,1,90,84,"$190,000","$108,000",22/11/2024
Departamento En Venta 3 Ambientes En 4to Piso Con Patio Palermo,Departamento,Palermo Viejo,3,2,1,73,67,"$155,700",$0,14/11/2024
OPORTUNIDAD! CHARCAS AL 3600 - 3 AMB C/DEP Y BALCóN ATERRAZADO A REFACCIONAR,Departamento,Palermo Viejo,3,2,1,94,74,"$179,900",$0,19/10/2024
2 Ambientes Full Amenities Â· Seguridad 24 Horas,Departamento,Palermo Viejo,2,1,2,62,53,"$210,000",$0,02/10/2024
Venta Parque Avellaneda 1 Ambiente Amplio con Terraza Propia,Departamento,Parque Avellaneda,1,1,1,61,31,"$53,900","$21,000",24/10/2024
Depto 2 Amb en Planta Baja - Parque Avellaneda Próximo a Finalizar,Departamento,Parque Avellaneda,2,1,1,613,475,"$80,000","$90,000",10/10/2024
LOTE PROPIO CON 2 PH EN BLOCK - CON GRAN JARDIN,Casa,Parque Avellaneda,8,6,4,445,317,"$400,000","$100,000",16/10/2024
Venta de PH de 3 ambientes en Parque Avellaneda,Departamento,Parque Avellaneda,3,2,1,73,62,"$99,000","$160,000",17/10/2024
Casa - Venta - Capital Federal,Casa,Parque Avellaneda,3,2,1,124,124,"$120,000","$247,000",27/09/2024
Reservado!! Fernández 500 P1° X Esc. Impecable!! 3 Ambientes A Mtrs. Del Parque Avellaneda. Muy Luminoso.,Departamento,Parque Avellaneda,3,2,1,47,47,"$48,000",$0,16/10/2024
Tandil al 3800: Planta Baja 3 ambientes con Patio,Departamento,Parque Avellaneda,3,2,1,78,56,"$73,500",$0,02/10/2024
Departamento En Venta Paque.avellaneda 2 Ambientes Balcon Estrenar Bajas Expensas,Departamento,Parque Avellaneda,2,1,1,45,41,"$78,000",$0,06/11/2024
Departamento En Venta De 3 Ambientes Amplio Con Balcón - Al Frente,Departamento,Parque Avellaneda,3,2,1,70,58,"$89,000",$0,17/11/2024
Recuero 3700 Pque Avellaneda PH 3amb U$95.000,Departamento,Parque Avellaneda,3,2,1,124,50,"$95,000",$0,05/10/2024
Rodó 4510: Casa Lote Propio 4amb. Patio/cochera,Casa,Parque Avellaneda,3,2,1,126,95,"$125,000",$0,14/10/2024
"Departamento de calidad, 3 ambientes al frente, Av. Alberdi 4100",Departamento,Parque Avellaneda,3,2,1,70,62,"$130,000",$0,21/10/2024
Remedios 4700 Pque Avellaneda 3amb U$140.000,Departamento,Parque Avellaneda,3,2,2,100,100,"$140,000",$0,06/11/2024
Excelente 4 amb 166 m2. Patio c/parrilla. Avellaneda centro.,Departamento,Parque Avellaneda,4,3,2,166,107,"$189,000",$0,06/11/2024
Casa - Venta - Capital Federal,Casa,Parque Avellaneda,4,3,2,137,105,"$200,000",$0,24/11/2024
"Casa En Venta En Parque Avellaneda, Capital Federal, Buenos Aires",Casa,Parque Avellaneda,8,5,3,270,200,"$210,000",$0,02/10/2024
R Mejia 1000 Pque Centenario 3amb bcon u$94.000. Apto cred,Departamento,Parque Centenario,3,2,1,56,52,"$94,000","$185,000",04/10/2024
"3 Amb. Parque Centenario, Av. Angel Gallardo 700",Departamento,Parque Centenario,3,2,1,63,59,"$130,000",$0,01/11/2024
"Tres ambientes con dependencia, balcón y patio. Categorí­a.",Departamento,Parque Chacabuco,3,2,1,86,67,"$155,000",$138,24/10/2024
La Trilla 2300 Pque Chacabuco/Pompeya casa 6amb u$205.000,Casa,Parque Chacabuco,6,5,2,294,173,"$205,000","$24,600",08/10/2024
3 Ambientes con Dependencia en Parque Chacabuco,Departamento,Parque Chacabuco,3,2,1,71,67,"$105,000","$47,800",06/11/2024
OPRTUNIDAD PH 3 Ambientes en Venta,Departamento,Parque Chacabuco,3,2,1,61,46,"$97,000","$50,000",11/10/2024
Departamento 3 Ambientes en Parque Chacabuco con balcon,Departamento,Parque Chacabuco,3,2,1,64,50,"$90,000","$158,300",10/10/2024
"Exc. Depto. 2 Amb. C/frente C/balcón, M/lum. Vernet Al 100",Departamento,Parque Chacabuco,2,1,1,43,40,"$75,000","$192,000",22/11/2024
2 Amb - 36m2 - Emilio Mitre 800 - Esq. Pque. Chacabuco,Departamento,Parque Chacabuco,2,1,1,36,36,"$68,000",$0,26/10/2024
Hermoso Departamento 2 Ambientes En El Corazón De Caballito,Departamento,Parque Chacabuco,2,1,1,36,36,"$68,500",$0,11/11/2024
Monoambiente Divisible Al Frente Piso 9 Muy Luminoso Balcón Con Cerramiento Baulera Baño Y Toil,Departamento,Parque Chacabuco,1,1,1,41,41,"$85,000",$0,25/11/2024
Venta departamento de 2 ambientes con 2 patios,Departamento,Parque Chacabuco,2,1,1,75,39,"$98,000",$0,10/10/2024
Departamento 3 Ambientes Con Terraza Propia ! Edificio Con Ascensor,Departamento,Parque Chacabuco,3,2,1,99,51,"$105,000",$0,06/11/2024
DEPARTAMENTO 3 AMBIENTES AL CONTRAFRENTE CON BALCON CORRIDO MUY LUMINOSO,Departamento,Parque Chacabuco,3,2,1,76,70,"$110,000",$0,24/11/2024
3 Amb Muy Luminoso - Parque Chacabuco,Departamento,Parque Chacabuco,3,2,1,49,46,"$115,000",$0,11/11/2024
3 Ambientes Muy Luminoso - Parque Chacabuco,Departamento,Parque Chacabuco,3,2,1,49,46,"$115,000",$0,09/10/2024
Departamento 3 Ambientes Parque Chacabuco,Departamento,Parque Chacabuco,3,2,1,60,60,"$115,000",$0,27/09/2024
"DEPARTAMENTO 2 AMBIENTES - PARQUE CHACABUCO, CAPITAL FEDERAL",Departamento,Parque Chacabuco,2,1,2,48,48,"$130,000",$0,08/10/2024
Departamento - Venta - Capital Federal,Departamento,Parque Chacabuco,3,2,1,78,71,"$145,000",$0,21/11/2024
"Venta Casa Lote Propio De 7,80m X 21,88m, Amplia, Refaccionada.",Casa,Parque Chacabuco,4,3,1,210,200,"$170,000",$0,07/11/2024
Departamento 3 Ambientes En Venta Con Balcón - Parque Chacab,Departamento,Parque Chacabuco,3,2,1,86,86,"$175,000",$0,23/10/2024
Ph Tipo Casa 6 Amb Con Oficina Y Terraza - En Primer Piso Parque Chacabuco,Casa,Parque Chacabuco,7,4,2,142,110,"$180,000",$0,15/11/2024
Venya Departamento Semipiso De 3 Ambientes A Estrenar - Parque Chacabuco,Departamento,Parque Chacabuco,3,2,1,74,70,"$185,000",$0,30/09/2024
Emilio Mitre 1100 Pque Chacabuco 3amb U$198.000,Departamento,Parque Chacabuco,3,2,2,117,82,"$198,000",$0,05/11/2024
"Cachimayo 800, Departamentos Semipisos 3 Ambientes A Estrenar Con Balcón - Parque Chacabuco",Departamento,Parque Chacabuco,3,2,2,82,69,"$218,000",$0,15/10/2024
Casa En Parque Chacabuco,Casa,Parque Chacabuco,4,3,2,190,130,"$220,000",$0,07/10/2024
Excelente Departamento 2 y 1/2 Ambientes - Reacondicionado a Nuevo - Sin Expensas,Departamento,Parque Chas,2,1,1,56,45,"$85,000","$38,000",14/11/2024
Monoambiente Cerca Del Subte,Departamento,Parque Chas,1,1,1,37,35,"$79,000","$155,000",01/11/2024
"Casa sobre lote propio, ideal para 2 familias, PB: 3 ambientes con patio. PA: 2 ambientes c/ terraza",Casa,Parque Chas,5,3,2,315,140,"$350,000","$370,000",16/10/2024
Departamento en venta de 1 dormitorio en Parque Chas,Departamento,Parque Chas,1,1,1,35,29,"$75,000",$0,03/10/2024
Departamento A Estrenar 2 Ambientes Al Frente - Parque Chas- Venta,Departamento,Parque Chas,2,1,1,54,45,"$90,000",$0,13/11/2024
PH 2 ambientes venta parque chas,Departamento,Parque Chas,2,1,1,40,30,"$95,000",$0,18/10/2024
Departamento 3 Ambientes Venta Parque Chas,Departamento,Parque Chas,3,2,1,60,60,"$115,000",$0,12/11/2024
Departamento 2 Ambientes Balcón Terraza! Full Amenities!,Departamento,Parque Chas,2,1,2,45,37,"$119,000",$0,15/10/2024
Departamento En Parque Chas,Departamento,Parque Chas,3,2,1,62,53,"$120,000",$0,14/10/2024
Departamento 3 Ambientes Al Frente Con Balcón- Parque Chas. Sin Expensas,Departamento,Parque Chas,3,2,1,76,69,"$120,000",$0,13/11/2024
Departamento 2 Ambientes Dormitorio En Suite Toilette Parque Chas Con Vista Abierta,Departamento,Parque Chas,2,1,2,52,47,"$129,000",$0,15/10/2024
"Departamento 2 Ambientes Balcón Terraza. Amenities, Piscina Y Sum!",Departamento,Parque Chas,2,1,2,52,45,"$131,000",$0,15/10/2024
Departamento 2 Ambientes Venta Parque Chas,Departamento,Parque Chas,2,1,2,88,55,"$150,000",$0,12/11/2024
Departamento 2 Ambientes Venta Parque Chas,Departamento,Parque Chas,2,1,2,84,58,"$150,000",$0,12/11/2024
Casa 4 ambientes venta Parque Chas,Casa,Parque Chas,4,3,2,170,117,"$163,000",$0,26/11/2024
PH 5 ambientes venta Parque Chas,Casa,Parque Chas,5,4,2,200,145,"$277,000",$0,18/10/2024
Casa Venta Parque Chas,Casa,Parque Chas,7,6,3,476,266,"$300,000",$0,12/11/2024
Casa en venta de 3 dormitorios c/ cochera en Parque Chas,Casa,Parque Chas,4,3,2,196,161,"$320,000",$0,20/11/2024
Casa con 3 Unidades Funcionales en Parque Cha,Casa,Parque Chas,4,3,3,369,369,"$420,000",$0,28/10/2024
"Imp 3 Amb Tipo Casa, con Patio, a Nuevo, en Lo Mejor de Pq. Patricios, Bajas Exp",Departamento,Parque Patricios,3,2,1,69,57,"$110,000","$9,000",26/11/2024
Venta departamento de 3 ambientes en Parque Patricios,Departamento,Parque Patricios,3,2,1,45,42,"$75,000","$40,000",03/10/2024
Venta - Departamento 3 Ambientes En Construcción - índigo - Parque Patricios,Departamento,Parque Patricios,3,2,2,62,54,"$112,600","$103,000",14/11/2024
